team_home,team_away,outcome,home_goals_avg,away_goals_avg,home_wins_pct,away_wins_pct
Estoril Praia,FC Porto,0,1.5,1.9838709677419355,0.46875,0.6532258064516129
Vitória Guimarães,Uniao da Madeira,2,1.2580645161290323,0.47058823529411764,0.4274193548387097,0.058823529411764705
CD Nacional,Tondela,2,1.5080645161290323,1.1176470588235294,0.4838709677419355,0.29411764705882354
Rio Ave FC,Vitória Setúbal,2,1.0564516129032258,0.8306451612903226,0.3467741935483871,0.13709677419354838
FC Porto,FC Arouca,0,2.379032258064516,0.9183673469387755,0.8225806451612904,0.20408163265306123
FC Paços de Ferreira,Boavista FC,0,1.3387096774193548,0.6176470588235294,0.3870967741935484,0.14705882352941177
Tondela,Vitória Guimarães,1,0.8823529411764706,1.1612903225806452,0.17647058823529413,0.31451612903225806
Vitória Setúbal,CS Marítimo,1,1.0887096774193548,1.1693548387096775,0.33064516129032256,0.24193548387096775
Uniao da Madeira,Moreirense FC,0,1.1176470588235294,0.9795918367346939,0.35294117647058826,0.2653061224489796
Sporting CP,Rio Ave FC,1,1.8064516129032258,0.9435483870967742,0.6370967741935484,0.25806451612903225
Académica de Coimbra,CD Nacional,1,1.096774193548387,1.1693548387096775,0.28225806451612906,0.27419354838709675
CF Os Belenenses,SL Benfica,0,1.0506329113924051,1.9919354838709677,0.27848101265822783,0.6693548387096774
SC Braga,Estoril Praia,2,1.9274193548387097,1.109375,0.6532258064516129,0.3125
Boavista FC,Académica de Coimbra,1,0.8823529411764706,0.8387096774193549,0.35294117647058826,0.1693548387096774
Moreirense FC,CF Os Belenenses,0,1.0816326530612246,0.8227848101265823,0.24489795918367346,0.189873417721519
CS Marítimo,SC Braga,0,1.3790322580645162,1.282258064516129,0.4435483870967742,0.3629032258064516
Rio Ave FC,FC Paços de Ferreira,1,1.0564516129032258,1.0161290322580645,0.3467741935483871,0.25806451612903225
FC Arouca,Uniao da Madeira,2,1.1428571428571428,0.47058823529411764,0.3673469387755102,0.058823529411764705
SL Benfica,FC Porto,0,2.588709677419355,1.9838709677419355,0.8225806451612904,0.6532258064516129
Estoril Praia,Tondela,2,1.5,1.1176470588235294,0.46875,0.29411764705882354
Vitória Guimarães,Vitória Setúbal,1,1.2580645161290323,0.8306451612903226,0.4274193548387097,0.13709677419354838
CD Nacional,Sporting CP,0,1.5080645161290323,1.5080645161290323,0.4838709677419355,0.5241935483870968
CF Os Belenenses,FC Arouca,0,1.0506329113924051,0.9183673469387755,0.27848101265822783,0.20408163265306123
FC Paços de Ferreira,SL Benfica,0,1.3387096774193548,1.9919354838709677,0.3870967741935484,0.6693548387096774
Sporting CP,Boavista FC,2,1.8064516129032258,0.6176470588235294,0.6370967741935484,0.14705882352941177
Uniao da Madeira,Estoril Praia,1,1.1176470588235294,1.109375,0.35294117647058826,0.3125
Tondela,CS Marítimo,0,0.8823529411764706,1.1693548387096775,0.17647058823529413,0.24193548387096775
FC Porto,Moreirense FC,2,2.379032258064516,0.9795918367346939,0.8225806451612904,0.2653061224489796
Vitória Setúbal,CD Nacional,1,1.0887096774193548,1.1693548387096775,0.33064516129032256,0.27419354838709675
Académica de Coimbra,Rio Ave FC,0,1.096774193548387,0.9435483870967742,0.28225806451612906,0.25806451612903225
SC Braga,Vitória Guimarães,1,1.9274193548387097,1.1612903225806452,0.6532258064516129,0.31451612903225806
CS Marítimo,Académica de Coimbra,2,1.3790322580645162,0.8387096774193549,0.4435483870967742,0.1693548387096774
CD Nacional,FC Paços de Ferreira,2,1.5080645161290323,1.0161290322580645,0.4838709677419355,0.25806451612903225
FC Arouca,SC Braga,1,1.1428571428571428,1.282258064516129,0.3673469387755102,0.3629032258064516
CF Os Belenenses,FC Porto,0,1.0506329113924051,1.9838709677419355,0.27848101265822783,0.6532258064516129
SL Benfica,Uniao da Madeira,2,2.588709677419355,0.47058823529411764,0.8225806451612904,0.058823529411764705
Boavista FC,Rio Ave FC,0,0.8823529411764706,0.9435483870967742,0.35294117647058826,0.25806451612903225
Estoril Praia,Vitória Setúbal,2,1.5,0.8306451612903226,0.46875,0.13709677419354838
Vitória Guimarães,Sporting CP,1,1.2580645161290323,1.5080645161290323,0.4274193548387097,0.5241935483870968
Moreirense FC,Tondela,0,1.0816326530612246,1.1176470588235294,0.24489795918367346,0.29411764705882354
Tondela,FC Arouca,0,0.8823529411764706,0.9183673469387755,0.17647058823529413,0.20408163265306123
Uniao da Madeira,CF Os Belenenses,1,1.1176470588235294,0.8227848101265823,0.35294117647058826,0.189873417721519
Sporting CP,SL Benfica,0,1.8064516129032258,1.9919354838709677,0.6370967741935484,0.6693548387096774
Rio Ave FC,Estoril Praia,0,1.0564516129032258,1.109375,0.3467741935483871,0.3125
Vitória Setúbal,Moreirense FC,0,1.0887096774193548,0.9795918367346939,0.33064516129032256,0.2653061224489796
Académica de Coimbra,Vitória Guimarães,2,1.096774193548387,1.1612903225806452,0.28225806451612906,0.31451612903225806
Boavista FC,CD Nacional,0,0.8823529411764706,1.1693548387096775,0.35294117647058826,0.27419354838709675
SC Braga,FC Porto,2,1.9274193548387097,1.9838709677419355,0.6532258064516129,0.6532258064516129
FC Paços de Ferreira,CS Marítimo,1,1.3387096774193548,1.1693548387096775,0.3870967741935484,0.24193548387096775
Moreirense FC,Académica de Coimbra,1,1.0816326530612246,0.8387096774193549,0.24489795918367346,0.1693548387096774
CS Marítimo,Boavista FC,0,1.3790322580645162,0.6176470588235294,0.4435483870967742,0.14705882352941177
Vitória Guimarães,FC Paços de Ferreira,0,1.2580645161290323,1.0161290322580645,0.4274193548387097,0.25806451612903225
FC Arouca,Vitória Setúbal,2,1.1428571428571428,0.8306451612903226,0.3673469387755102,0.13709677419354838
CF Os Belenenses,SC Braga,2,1.0506329113924051,1.282258064516129,0.27848101265822783,0.3629032258064516
SL Benfica,Tondela,2,2.588709677419355,1.1176470588235294,0.8225806451612904,0.29411764705882354
Estoril Praia,Sporting CP,0,1.5,1.5080645161290323,0.46875,0.5241935483870968
CD Nacional,Rio Ave FC,2,1.5080645161290323,0.9435483870967742,0.4838709677419355,0.25806451612903225
FC Porto,Uniao da Madeira,2,2.379032258064516,0.47058823529411764,0.8225806451612904,0.058823529411764705
Sporting CP,FC Arouca,2,1.8064516129032258,0.9183673469387755,0.6370967741935484,0.20408163265306123
Tondela,CF Os Belenenses,1,0.8823529411764706,0.8227848101265823,0.17647058823529413,0.189873417721519
Boavista FC,SL Benfica,0,0.8823529411764706,1.9919354838709677,0.35294117647058826,0.6693548387096774
CD Nacional,Vitória Guimarães,2,1.5080645161290323,1.1612903225806452,0.4838709677419355,0.31451612903225806
Rio Ave FC,CS Marítimo,2,1.0564516129032258,1.1693548387096775,0.3467741935483871,0.24193548387096775
Vitória Setúbal,FC Porto,0,1.0887096774193548,1.9838709677419355,0.33064516129032256,0.6532258064516129
Académica de Coimbra,Estoril Praia,0,1.096774193548387,1.109375,0.28225806451612906,0.3125
SC Braga,Uniao da Madeira,2,1.9274193548387097,0.47058823529411764,0.6532258064516129,0.058823529411764705
FC Paços de Ferreira,Moreirense FC,1,1.3387096774193548,0.9795918367346939,0.3870967741935484,0.2653061224489796
FC Arouca,Académica de Coimbra,2,1.1428571428571428,0.8387096774193549,0.3673469387755102,0.1693548387096774
Vitória Guimarães,Boavista FC,1,1.2580645161290323,0.6176470588235294,0.4274193548387097,0.14705882352941177
Uniao da Madeira,Vitória Setúbal,1,1.1176470588235294,0.8306451612903226,0.35294117647058826,0.13709677419354838
CF Os Belenenses,Sporting CP,0,1.0506329113924051,1.5080645161290323,0.27848101265822783,0.5241935483870968
SL Benfica,SC Braga,2,2.588709677419355,1.282258064516129,0.8225806451612904,0.3629032258064516
Estoril Praia,FC Paços de Ferreira,2,1.5,1.0161290322580645,0.46875,0.25806451612903225
CS Marítimo,CD Nacional,2,1.3790322580645162,1.1693548387096775,0.4435483870967742,0.27419354838709675
Moreirense FC,Rio Ave FC,0,1.0816326530612246,0.9435483870967742,0.24489795918367346,0.25806451612903225
FC Porto,Tondela,0,2.379032258064516,1.1176470588235294,0.8225806451612904,0.29411764705882354
Boavista FC,FC Arouca,1,0.8823529411764706,0.9183673469387755,0.35294117647058826,0.20408163265306123
Vitória Setúbal,CF Os Belenenses,0,1.0887096774193548,0.8227848101265823,0.33064516129032256,0.189873417721519
CD Nacional,Estoril Praia,2,1.5080645161290323,1.109375,0.4838709677419355,0.3125
Rio Ave FC,Vitória Guimarães,2,1.0564516129032258,1.1612903225806452,0.3467741935483871,0.31451612903225806
Sporting CP,CS Marítimo,2,1.8064516129032258,1.1693548387096775,0.6370967741935484,0.24193548387096775
Académica de Coimbra,SL Benfica,0,1.096774193548387,1.9919354838709677,0.28225806451612906,0.6693548387096774
SC Braga,Moreirense FC,1,1.9274193548387097,0.9795918367346939,0.6532258064516129,0.2653061224489796
FC Paços de Ferreira,FC Porto,2,1.3387096774193548,1.9838709677419355,0.3870967741935484,0.6532258064516129
Tondela,Uniao da Madeira,2,0.8823529411764706,0.47058823529411764,0.17647058823529413,0.058823529411764705
Académica de Coimbra,Sporting CP,0,1.096774193548387,1.5080645161290323,0.28225806451612906,0.5241935483870968
CF Os Belenenses,CS Marítimo,1,1.0506329113924051,1.1693548387096775,0.27848101265822783,0.24193548387096775
SL Benfica,Moreirense FC,2,2.588709677419355,0.9795918367346939,0.8225806451612904,0.2653061224489796
FC Paços de Ferreira,FC Arouca,1,1.3387096774193548,0.9183673469387755,0.3870967741935484,0.20408163265306123
SC Braga,Boavista FC,2,1.9274193548387097,0.6176470588235294,0.6532258064516129,0.14705882352941177
FC Porto,Estoril Praia,2,2.379032258064516,1.109375,0.8225806451612904,0.3125
Uniao da Madeira,Vitória Guimarães,1,1.1176470588235294,1.1612903225806452,0.35294117647058826,0.31451612903225806
Tondela,CD Nacional,2,0.8823529411764706,1.1693548387096775,0.17647058823529413,0.27419354838709675
Vitória Setúbal,Rio Ave FC,1,1.0887096774193548,0.9435483870967742,0.33064516129032256,0.25806451612903225
CF Os Belenenses,Académica de Coimbra,1,1.0506329113924051,0.8387096774193549,0.27848101265822783,0.1693548387096774
Estoril Praia,Boavista FC,2,1.5,0.6176470588235294,0.46875,0.14705882352941177
Uniao da Madeira,FC Paços de Ferreira,0,1.1176470588235294,1.0161290322580645,0.35294117647058826,0.25806451612903225
CS Marítimo,Vitória Guimarães,2,1.3790322580645162,1.1612903225806452,0.4435483870967742,0.31451612903225806
FC Porto,CD Nacional,2,2.379032258064516,1.1693548387096775,0.8225806451612904,0.27419354838709675
FC Arouca,Rio Ave FC,1,1.1428571428571428,0.9435483870967742,0.3673469387755102,0.25806451612903225
SL Benfica,Vitória Setúbal,2,2.588709677419355,0.8306451612903226,0.8225806451612904,0.13709677419354838
SC Braga,Tondela,2,1.9274193548387097,1.1176470588235294,0.6532258064516129,0.29411764705882354
Moreirense FC,Sporting CP,0,1.0816326530612246,1.5080645161290323,0.24489795918367346,0.5241935483870968
CS Marítimo,FC Arouca,0,1.3790322580645162,0.9183673469387755,0.4435483870967742,0.20408163265306123
Boavista FC,CF Os Belenenses,2,0.8823529411764706,0.8227848101265823,0.35294117647058826,0.189873417721519
Rio Ave FC,SL Benfica,0,1.0564516129032258,1.9919354838709677,0.3467741935483871,0.6693548387096774
FC Paços de Ferreira,SC Braga,2,1.3387096774193548,1.282258064516129,0.3870967741935484,0.3629032258064516
Vitória Guimarães,Estoril Praia,1,1.2580645161290323,1.109375,0.4274193548387097,0.3125
CD Nacional,Moreirense FC,0,1.5080645161290323,0.9795918367346939,0.4838709677419355,0.2653061224489796
Académica de Coimbra,FC Porto,0,1.096774193548387,1.9838709677419355,0.28225806451612906,0.6532258064516129
Vitória Setúbal,Tondela,0,1.0887096774193548,1.1176470588235294,0.33064516129032256,0.29411764705882354
Sporting CP,Uniao da Madeira,2,1.8064516129032258,0.47058823529411764,0.6370967741935484,0.058823529411764705
Uniao da Madeira,Académica de Coimbra,2,1.1176470588235294,0.8387096774193549,0.35294117647058826,0.1693548387096774
Moreirense FC,Boavista FC,1,1.0816326530612246,0.6176470588235294,0.24489795918367346,0.14705882352941177
Tondela,Rio Ave FC,1,0.8823529411764706,0.9435483870967742,0.17647058823529413,0.25806451612903225
FC Arouca,CD Nacional,2,1.1428571428571428,1.1693548387096775,0.3673469387755102,0.27419354838709675
CF Os Belenenses,FC Paços de Ferreira,0,1.0506329113924051,1.0161290322580645,0.27848101265822783,0.25806451612903225
SL Benfica,Vitória Guimarães,2,2.588709677419355,1.1612903225806452,0.8225806451612904,0.31451612903225806
SC Braga,Vitória Setúbal,2,1.9274193548387097,0.8306451612903226,0.6532258064516129,0.13709677419354838
Estoril Praia,CS Marítimo,2,1.5,1.1693548387096775,0.46875,0.24193548387096775
FC Porto,Sporting CP,0,2.379032258064516,1.5080645161290323,0.8225806451612904,0.5241935483870968
Estoril Praia,FC Arouca,1,1.5,0.9183673469387755,0.46875,0.20408163265306123
CD Nacional,CF Os Belenenses,1,1.5080645161290323,0.8227848101265823,0.4838709677419355,0.189873417721519
CS Marítimo,SL Benfica,0,1.3790322580645162,1.9919354838709677,0.4435483870967742,0.6693548387096774
Rio Ave FC,FC Porto,0,1.0564516129032258,1.9838709677419355,0.3467741935483871,0.6532258064516129
Sporting CP,Vitória Setúbal,2,1.8064516129032258,0.8306451612903226,0.6370967741935484,0.13709677419354838
Académica de Coimbra,SC Braga,1,1.096774193548387,1.282258064516129,0.28225806451612906,0.3629032258064516
Boavista FC,Uniao da Madeira,2,0.8823529411764706,0.47058823529411764,0.35294117647058826,0.058823529411764705
FC Paços de Ferreira,Tondela,0,1.3387096774193548,1.1176470588235294,0.3870967741935484,0.29411764705882354
Vitória Guimarães,Moreirense FC,2,1.2580645161290323,0.9795918367346939,0.4274193548387097,0.2653061224489796
Tondela,Académica de Coimbra,2,0.8823529411764706,0.8387096774193549,0.17647058823529413,0.1693548387096774
FC Porto,Boavista FC,2,2.379032258064516,0.6176470588235294,0.8225806451612904,0.14705882352941177
Vitória Setúbal,FC Paços de Ferreira,1,1.0887096774193548,1.0161290322580645,0.33064516129032256,0.25806451612903225
Moreirense FC,CS Marítimo,2,1.0816326530612246,1.1693548387096775,0.24489795918367346,0.24193548387096775
Uniao da Madeira,Rio Ave FC,0,1.1176470588235294,0.9435483870967742,0.35294117647058826,0.25806451612903225
FC Arouca,Vitória Guimarães,1,1.1428571428571428,1.1612903225806452,0.3673469387755102,0.31451612903225806
CF Os Belenenses,Estoril Praia,2,1.0506329113924051,1.109375,0.27848101265822783,0.3125
SL Benfica,CD Nacional,2,2.588709677419355,1.1693548387096775,0.8225806451612904,0.27419354838709675
SC Braga,Sporting CP,0,1.9274193548387097,1.5080645161290323,0.6532258064516129,0.5241935483870968
FC Arouca,FC Porto,0,1.1428571428571428,1.9838709677419355,0.3673469387755102,0.6532258064516129
Boavista FC,FC Paços de Ferreira,0,0.8823529411764706,1.0161290322580645,0.35294117647058826,0.25806451612903225
Vitória Guimarães,Tondela,2,1.2580645161290323,1.1176470588235294,0.4274193548387097,0.29411764705882354
CS Marítimo,Vitória Setúbal,2,1.3790322580645162,0.8306451612903226,0.4435483870967742,0.13709677419354838
Moreirense FC,Uniao da Madeira,1,1.0816326530612246,0.47058823529411764,0.24489795918367346,0.058823529411764705
Rio Ave FC,Sporting CP,0,1.0564516129032258,1.5080645161290323,0.3467741935483871,0.5241935483870968
CD Nacional,Académica de Coimbra,2,1.5080645161290323,0.8387096774193549,0.4838709677419355,0.1693548387096774
SL Benfica,CF Os Belenenses,2,2.588709677419355,0.8227848101265823,0.8225806451612904,0.189873417721519
Estoril Praia,SC Braga,2,1.5,1.282258064516129,0.46875,0.3629032258064516
Académica de Coimbra,Boavista FC,0,1.096774193548387,0.6176470588235294,0.28225806451612906,0.14705882352941177
CF Os Belenenses,Moreirense FC,2,1.0506329113924051,0.9795918367346939,0.27848101265822783,0.2653061224489796
SC Braga,CS Marítimo,2,1.9274193548387097,1.1693548387096775,0.6532258064516129,0.24193548387096775
FC Paços de Ferreira,Rio Ave FC,0,1.3387096774193548,0.9435483870967742,0.3870967741935484,0.25806451612903225
Uniao da Madeira,FC Arouca,1,1.1176470588235294,0.9183673469387755,0.35294117647058826,0.20408163265306123
FC Porto,SL Benfica,2,2.379032258064516,1.9919354838709677,0.8225806451612904,0.6693548387096774
Tondela,Estoril Praia,0,0.8823529411764706,1.109375,0.17647058823529413,0.3125
Vitória Setúbal,Vitória Guimarães,1,1.0887096774193548,1.1612903225806452,0.33064516129032256,0.31451612903225806
Sporting CP,CD Nacional,2,1.8064516129032258,1.1693548387096775,0.6370967741935484,0.27419354838709675
FC Arouca,CF Os Belenenses,1,1.1428571428571428,0.8227848101265823,0.3673469387755102,0.189873417721519
SL Benfica,FC Paços de Ferreira,2,2.588709677419355,1.0161290322580645,0.8225806451612904,0.25806451612903225
Boavista FC,Sporting CP,1,0.8823529411764706,1.5080645161290323,0.35294117647058826,0.5241935483870968
Estoril Praia,Uniao da Madeira,2,1.5,0.47058823529411764,0.46875,0.058823529411764705
CS Marítimo,Tondela,2,1.3790322580645162,1.1176470588235294,0.4435483870967742,0.29411764705882354
Moreirense FC,FC Porto,1,1.0816326530612246,1.9838709677419355,0.24489795918367346,0.6532258064516129
CD Nacional,Vitória Setúbal,1,1.5080645161290323,0.8306451612903226,0.4838709677419355,0.13709677419354838
Rio Ave FC,Académica de Coimbra,2,1.0564516129032258,0.8387096774193549,0.3467741935483871,0.1693548387096774
Vitória Guimarães,SC Braga,0,1.2580645161290323,1.282258064516129,0.4274193548387097,0.3629032258064516
Académica de Coimbra,CS Marítimo,2,1.096774193548387,1.1693548387096775,0.28225806451612906,0.24193548387096775
FC Paços de Ferreira,CD Nacional,2,1.3387096774193548,1.1693548387096775,0.3870967741935484,0.27419354838709675
SC Braga,FC Arouca,1,1.9274193548387097,0.9183673469387755,0.6532258064516129,0.20408163265306123
FC Porto,CF Os Belenenses,2,2.379032258064516,0.8227848101265823,0.8225806451612904,0.189873417721519
Uniao da Madeira,SL Benfica,1,1.1176470588235294,1.9919354838709677,0.35294117647058826,0.6693548387096774
Rio Ave FC,Boavista FC,2,1.0564516129032258,0.6176470588235294,0.3467741935483871,0.14705882352941177
Vitória Setúbal,Estoril Praia,2,1.0887096774193548,1.109375,0.33064516129032256,0.3125
Sporting CP,Vitória Guimarães,2,1.8064516129032258,1.1612903225806452,0.6370967741935484,0.31451612903225806
Tondela,Moreirense FC,1,0.8823529411764706,0.9795918367346939,0.17647058823529413,0.2653061224489796
FC Arouca,Tondela,1,1.1428571428571428,1.1176470588235294,0.3673469387755102,0.29411764705882354
CF Os Belenenses,Uniao da Madeira,2,1.0506329113924051,0.47058823529411764,0.27848101265822783,0.058823529411764705
SL Benfica,Sporting CP,0,2.588709677419355,1.5080645161290323,0.8225806451612904,0.5241935483870968
Estoril Praia,Rio Ave FC,1,1.5,0.9435483870967742,0.46875,0.25806451612903225
Moreirense FC,Vitória Setúbal,0,1.0816326530612246,0.8306451612903226,0.24489795918367346,0.13709677419354838
Vitória Guimarães,Académica de Coimbra,1,1.2580645161290323,0.8387096774193549,0.4274193548387097,0.1693548387096774
CD Nacional,Boavista FC,1,1.5080645161290323,0.6176470588235294,0.4838709677419355,0.14705882352941177
FC Porto,SC Braga,1,2.379032258064516,1.282258064516129,0.8225806451612904,0.3629032258064516
CS Marítimo,FC Paços de Ferreira,0,1.3790322580645162,1.0161290322580645,0.4435483870967742,0.25806451612903225
Académica de Coimbra,Moreirense FC,1,1.096774193548387,0.9795918367346939,0.28225806451612906,0.2653061224489796
Boavista FC,CS Marítimo,0,0.8823529411764706,1.1693548387096775,0.35294117647058826,0.24193548387096775
FC Paços de Ferreira,Vitória Guimarães,0,1.3387096774193548,1.1612903225806452,0.3870967741935484,0.31451612903225806
Vitória Setúbal,FC Arouca,1,1.0887096774193548,0.9183673469387755,0.33064516129032256,0.20408163265306123
SC Braga,CF Os Belenenses,2,1.9274193548387097,0.8227848101265823,0.6532258064516129,0.189873417721519
Tondela,SL Benfica,0,0.8823529411764706,1.9919354838709677,0.17647058823529413,0.6693548387096774
Sporting CP,Estoril Praia,2,1.8064516129032258,1.109375,0.6370967741935484,0.3125
Rio Ave FC,CD Nacional,2,1.0564516129032258,1.1693548387096775,0.3467741935483871,0.27419354838709675
Uniao da Madeira,FC Porto,0,1.1176470588235294,1.9838709677419355,0.35294117647058826,0.6532258064516129
Falkirk,Rangers,0,0.9473684210526315,1.9342105263157894,0.23684210526315788,0.6842105263157895
Heart of Midlothian,Motherwell,2,1.4210526315789473,1.1437908496732025,0.49624060150375937,0.3464052287581699
Kilmarnock,Hibernian,2,1.236842105263158,1.0884955752212389,0.3157894736842105,0.2831858407079646
Aberdeen,Inverness Caledonian Thistle,0,1.2236842105263157,1.263157894736842,0.4407894736842105,0.3609022556390977
Celtic,St. Mirren,2,2.5592105263157894,0.9022556390977443,0.7894736842105263,0.20300751879699247
Hamilton Academical FC,Dundee United,2,1.0526315789473684,1.355263157894737,0.2736842105263158,0.3223684210526316
Celtic,Hibernian,2,2.5592105263157894,1.0884955752212389,0.7894736842105263,0.2831858407079646
Dundee United,St. Mirren,2,1.5263157894736843,0.9022556390977443,0.4342105263157895,0.20300751879699247
Heart of Midlothian,Aberdeen,1,1.4210526315789473,1.1776315789473684,0.49624060150375937,0.34868421052631576
Kilmarnock,Falkirk,0,1.236842105263158,0.8421052631578947,0.3157894736842105,0.15789473684210525
Inverness Caledonian Thistle,Motherwell,0,1.330827067669173,1.1437908496732025,0.3609022556390977,0.3464052287581699
Hamilton Academical FC,Rangers,0,1.0526315789473684,1.9342105263157894,0.2736842105263158,0.6842105263157895
Rangers,Inverness Caledonian Thistle,2,2.3289473684210527,1.263157894736842,0.7368421052631579,0.3609022556390977
Motherwell,Hamilton Academical FC,2,1.509933774834437,0.8947368421052632,0.45695364238410596,0.3157894736842105
Heart of Midlothian,Celtic,0,1.4210526315789473,2.013157894736842,0.49624060150375937,0.6447368421052632
Aberdeen,Kilmarnock,2,1.2236842105263157,1.0394736842105263,0.4407894736842105,0.25
St. Mirren,Hibernian,1,1.0300751879699248,1.0884955752212389,0.2556390977443609,0.2831858407079646
Falkirk,Dundee United,1,0.9473684210526315,1.355263157894737,0.23684210526315788,0.3223684210526316
Celtic,Motherwell,2,2.5592105263157894,1.1437908496732025,0.7894736842105263,0.3464052287581699
Dundee United,Aberdeen,2,1.5263157894736843,1.1776315789473684,0.4342105263157895,0.34868421052631576
Hibernian,Inverness Caledonian Thistle,0,1.182608695652174,1.263157894736842,0.28695652173913044,0.3609022556390977
Kilmarnock,Rangers,0,1.236842105263158,1.9342105263157894,0.3157894736842105,0.6842105263157895
St. Mirren,Heart of Midlothian,0,1.0300751879699248,0.9624060150375939,0.2556390977443609,0.2631578947368421
Hamilton Academical FC,Falkirk,1,1.0526315789473684,0.8421052631578947,0.2736842105263158,0.15789473684210525
Celtic,Kilmarnock,2,2.5592105263157894,1.0394736842105263,0.7894736842105263,0.25
Dundee United,Hibernian,2,1.5263157894736843,1.0884955752212389,0.4342105263157895,0.2831858407079646
Motherwell,Rangers,1,1.509933774834437,1.9342105263157894,0.45695364238410596,0.6842105263157895
Heart of Midlothian,Hamilton Academical FC,2,1.4210526315789473,0.8947368421052632,0.49624060150375937,0.3157894736842105
Aberdeen,St. Mirren,2,1.2236842105263157,0.9022556390977443,0.4407894736842105,0.20300751879699247
Inverness Caledonian Thistle,Falkirk,1,1.330827067669173,0.8421052631578947,0.3609022556390977,0.15789473684210525
Rangers,St. Mirren,2,2.3289473684210527,0.9022556390977443,0.7368421052631579,0.20300751879699247
Hibernian,Aberdeen,1,1.182608695652174,1.1776315789473684,0.28695652173913044,0.34868421052631576
Kilmarnock,Dundee United,2,1.236842105263158,1.355263157894737,0.3157894736842105,0.3223684210526316
Inverness Caledonian Thistle,Heart of Midlothian,0,1.330827067669173,0.9624060150375939,0.3609022556390977,0.2631578947368421
Falkirk,Motherwell,2,0.9473684210526315,1.1437908496732025,0.23684210526315788,0.3464052287581699
Hamilton Academical FC,Celtic,0,1.0526315789473684,2.013157894736842,0.2736842105263158,0.6447368421052632
Rangers,Aberdeen,2,2.3289473684210527,1.1776315789473684,0.7368421052631579,0.34868421052631576
Dundee United,Hamilton Academical FC,1,1.5263157894736843,0.8947368421052632,0.4342105263157895,0.3157894736842105
Motherwell,Hibernian,0,1.509933774834437,1.0884955752212389,0.45695364238410596,0.2831858407079646
Heart of Midlothian,Falkirk,2,1.4210526315789473,0.8421052631578947,0.49624060150375937,0.15789473684210525
Kilmarnock,Inverness Caledonian Thistle,0,1.236842105263158,1.263157894736842,0.3157894736842105,0.3609022556390977
St. Mirren,Celtic,0,1.0300751879699248,2.013157894736842,0.2556390977443609,0.6447368421052632
Celtic,Inverness Caledonian Thistle,2,2.5592105263157894,1.263157894736842,0.7894736842105263,0.3609022556390977
Heart of Midlothian,Rangers,2,1.4210526315789473,1.9342105263157894,0.49624060150375937,0.6842105263157895
Aberdeen,Motherwell,2,1.2236842105263157,1.1437908496732025,0.4407894736842105,0.3464052287581699
St. Mirren,Dundee United,0,1.0300751879699248,1.355263157894737,0.2556390977443609,0.3223684210526316
Falkirk,Hibernian,1,0.9473684210526315,1.0884955752212389,0.23684210526315788,0.2831858407079646
Hamilton Academical FC,Kilmarnock,2,1.0526315789473684,1.0394736842105263,0.2736842105263158,0.25
Rangers,Hamilton Academical FC,2,2.3289473684210527,0.8947368421052632,0.7368421052631579,0.3157894736842105
Motherwell,Heart of Midlothian,2,1.509933774834437,0.9624060150375939,0.45695364238410596,0.2631578947368421
Hibernian,Celtic,2,1.182608695652174,2.013157894736842,0.28695652173913044,0.6447368421052632
Kilmarnock,Aberdeen,0,1.236842105263158,1.1776315789473684,0.3157894736842105,0.34868421052631576
Inverness Caledonian Thistle,Dundee United,0,1.330827067669173,1.355263157894737,0.3609022556390977,0.3223684210526316
Falkirk,St. Mirren,0,0.9473684210526315,0.9022556390977443,0.23684210526315788,0.20300751879699247
Celtic,Heart of Midlothian,1,2.5592105263157894,0.9624060150375939,0.7894736842105263,0.2631578947368421
Dundee United,Rangers,1,1.5263157894736843,1.9342105263157894,0.4342105263157895,0.6842105263157895
Motherwell,Kilmarnock,0,1.509933774834437,1.0394736842105263,0.45695364238410596,0.25
Hibernian,Hamilton Academical FC,2,1.182608695652174,0.8947368421052632,0.28695652173913044,0.3157894736842105
Aberdeen,Falkirk,2,1.2236842105263157,0.8421052631578947,0.4407894736842105,0.15789473684210525
St. Mirren,Inverness Caledonian Thistle,2,1.0300751879699248,1.263157894736842,0.2556390977443609,0.3609022556390977
Rangers,Hibernian,2,2.3289473684210527,1.0884955752212389,0.7368421052631579,0.2831858407079646
Heart of Midlothian,Dundee United,1,1.4210526315789473,1.355263157894737,0.49624060150375937,0.3223684210526316
Kilmarnock,St. Mirren,0,1.236842105263158,0.9022556390977443,0.3157894736842105,0.20300751879699247
Inverness Caledonian Thistle,Aberdeen,0,1.330827067669173,1.1776315789473684,0.3609022556390977,0.34868421052631576
Falkirk,Celtic,0,0.9473684210526315,2.013157894736842,0.23684210526315788,0.6447368421052632
Hamilton Academical FC,Motherwell,2,1.0526315789473684,1.1437908496732025,0.2736842105263158,0.3464052287581699
Rangers,Heart of Midlothian,2,2.3289473684210527,0.9624060150375939,0.7368421052631579,0.2631578947368421
Dundee United,Celtic,1,1.5263157894736843,2.013157894736842,0.4342105263157895,0.6447368421052632
Motherwell,Aberdeen,0,1.509933774834437,1.1776315789473684,0.45695364238410596,0.34868421052631576
Hibernian,Falkirk,2,1.182608695652174,0.8421052631578947,0.28695652173913044,0.15789473684210525
